626,Vexor,115000
627,Thorax,112000
628,Arbitrator,120000
629,Rupture,96000
630,Bellicose,85000
631,Scythe,89000
632,Blackbird,96000
633,Celestis,116000
634,Exequror,113000
635,Opux Luxury Yacht,115000
638,Raven,486000
639,Tempest,450000
640,Scorpion,468000
641,Megathron,486000
642,Apocalypse,495000
643,Armageddon,486000
644,Typhoon,414000
645,Dominix,454500
648,Badger,250000
649,Tayra,270000
650,Nereus,240000
651,Hoarder,400000
652,Mammoth,255000
653,Wreathe,225000
654,Kryos,245000
655,Epithal,250000
656,Miasmos,265000
657,Iteron Mark V,275000
671,Erebus,145500000
672,Caldari Shuttle,5000
683,Bantam Blueprint,0.01
684,Condor Blueprint,0.01
685,Griffin Blueprint,0.01
686,Osprey Blueprint,0.01
687,Caracal Blueprint,0.01
688,Raven Blueprint,0.01
689,Slasher Blueprint,0.01
690,Probe Blueprint,0.01
691,Rifter Blueprint,0.01
692,Stabber Blueprint,0.01
693,Tempest Blueprint,0.01
785,Miner I Blueprint,0.01
786,Light Missile Launcher I Blueprint,0.01
788,Heavy Missile Launcher I Blueprint,0.01
790,Torpedo Launcher I Blueprint,0.01
803,Mjolnir Cruise Missile Blueprint,0.01
804,Scourge Cruise Missile Blueprint,0.01
805,Inferno Cruise Missile Blueprint,0.01
806,Nova Cruise Missile Blueprint,0.01
807,Nova Heavy Missile Blueprint,0.01
808,Mjolnir Heavy Missile Blueprint,0.01
809,Inferno Heavy Missile Blueprint,0.01
810,Scourge Heavy Missile Blueprint,0.01
811,Scourge Light Missile Blueprint,0.01
812,Inferno Light Missile Blueprint,0.01
813,Mjolnir Light Missile Blueprint,0.01
814,Nova Light Missile Blueprint,0.01
819,125mm Gatling AutoCannon I Blueprint,0.01
820,150mm Light AutoCannon I Blueprint,0.01
821,200mm AutoCannon I Blueprint,0.01
822,250mm Light Artillery Cannon I Blueprint,0.01
823,280mm Howitzer Artillery I Blueprint,0.01
824,Dual 180mm AutoCannon I Blueprint,0.01
825,220mm Vulcan AutoCannon I Blueprint,0.01
826,425mm AutoCannon I Blueprint,0.01
827,650mm Artillery Cannon I Blueprint,0.01
828,720mm Howitzer Artillery I Blueprint,0.01
829,Dual 425mm AutoCannon I Blueprint,0.01
830,Dual 650mm Repeating Cannon I Blueprint,0.01
831,800mm Repeating Cannon I Blueprint,0.01
832,1200mm Artillery Cannon I Blueprint,0.01
833,1400mm Howitzer Artillery I Blueprint,0.01
834,Gatling Pulse Laser I Blueprint,0.01
835,Dual Light Pulse Laser I Blueprint,0.01
836,Dual Light Beam Laser I Blueprint,0.01
837,Small Focused Pulse Laser I Blueprint,0.01
838,Small Focused Beam Laser I Blueprint,0.01
839,Quad Light Beam Laser I Blueprint,0.01
840,Focused Medium Pulse Laser I Blueprint,0.01
841,Focused Medium Beam Laser I Blueprint,0.01
842,Heavy Pulse Laser I Blueprint,0.01
843,Heavy Beam Laser I Blueprint,0.01
844,Dual Heavy Pulse Laser I Blueprint,0.01
845,Dual Heavy Beam Laser I Blueprint,0.01
846,Mega Pulse Laser I Blueprint,0.01
847,Mega Beam Laser I Blueprint,0.01
848,Tachyon Beam Laser I Blueprint,0.01
879,Carbonized Lead S Blueprint,0.01
880,Nuclear S Blueprint,0.01
881,Proton S Blueprint,0.01
882,Depleted Uranium S Blueprint,0.01
883,Titanium Sabot S Blueprint,0.01
884,Fusion S Blueprint,0.01
885,Phased Plasma S Blueprint,0.01
886,EMP S Blueprint,0.01
887,Carbonized Lead M Blueprint,0.01
888,Nuclear M Blueprint,0.01
889,Proton M Blueprint,0.01
890,Depleted Uranium M Blueprint,0.01
891,Titanium Sabot M Blueprint,0.01
892,Fusion M Blueprint,0.01
893,Phased Plasma M Blueprint,0.01
894,EMP M Blueprint,0.01
895,Carbonized Lead L Blueprint,0.01
896,Nuclear L Blueprint,0.01
897,Proton L Blueprint,0.01
898,Depleted Uranium L Blueprint,0.01
899,Titanium Sabot L Blueprint,0.01
900,Fusion L Blueprint,0.01
901,Phased Plasma L Blueprint,0.01
902,EMP L Blueprint,0.01
936,Executioner Blueprint,0.01
937,Inquisitor Blueprint,0.01
938,Tormentor Blueprint,0.01
939,Navitas Blueprint,0.01
940,Tristan Blueprint,0.01
941,Incursus Blueprint,0.01
944,Punisher Blueprint,0.01
945,Breacher Blueprint,0.01
946,Burst Blueprint,0.01
949,Kestrel Blueprint,0.01
950,Merlin Blueprint,0.01
952,Heron Blueprint,0.01
954,Imicus Blueprint,0.01
955,Atron Blueprint,0.01
956,Maulus Blueprint,0.01
967,Caldari Shuttle Blueprint,0.01
968,Moa Blueprint,0.01
969,Maller Blueprint,0.01
970,Augoror Blueprint,0.01
971,Vexor Blueprint,0.01
972,Thorax Blueprint,0.01
973,Arbitrator Blueprint,0.01
974,Rupture Blueprint,0.01
975,Bellicose Blueprint,0.01
976,Scythe Blueprint,0.01
977,Blackbird Blueprint,0.01
978,Celestis Blueprint,0.01
979,Exequror Blueprint,0.01
983,Badger Blueprint,0.01
984,Tayra Blueprint,0.01
985,Nereus Blueprint,0.01
986,Hoarder Blueprint,0.01
987,Mammoth Blueprint,0.01
988,Wreathe Blueprint,0.01
989,Kryos Blueprint,0.01
990,Epithal Blueprint,0.01
991,Miasmos Blueprint,0.01
992,Iteron Mark V Blueprint,0.01
994,Scorpion Blueprint,0.01
995,Megathron Blueprint,0.01
996,Apocalypse Blueprint,0.01
997,Armageddon Blueprint,0.01
998,Typhoon Blueprint,0.01
999,Dominix Blueprint,0.01
1002,Erebus Blueprint,0.01
1010,Small Shield Extender I Blueprint,0.01
1026,Shield Recharger I Blueprint,0.01
1032,Small Shield Booster I Blueprint,0.01
1067,5MN Microwarpdrive I Blueprint,0.01
1072,1MN Afterburner I Blueprint,0.01
1074,Cargo Scanner I Blueprint,0.01
1075,Ship Scanner I Blueprint,0.01
1076,Survey Scanner I Blueprint,0.01
1079,Warp Scrambler I Blueprint,0.01
1096,Gyrostabilizer I Blueprint,0.01
1099,Small Armor Repairer I Blueprint,0.01
1100,Small Hull Repairer I Blueprint,0.01
1102,Stasis Webifier I Blueprint,0.01
1105,Small Remote Capacitor Transmitter I Blueprint,0.01
1106,Small Energy Nosferatu I Blueprint,0.01
1109,Small Energy Neutralizer I Blueprint,0.01
1112,75mm Gatling Rail I Blueprint,0.01
1113,Light Electron Blaster I Blueprint,0.01
1114,Light Ion Blaster I Blueprint,0.01
1115,Light Neutron Blaster I Blueprint,0.01
1116,150mm Railgun I Blueprint,0.01
1117,Heavy Electron Blaster I Blueprint,0.01
1118,Dual 150mm Railgun I Blueprint,0.01
1119,Heavy Neutron Blaster I Blueprint,0.01
1120,Heavy Ion Blaster I Blueprint,0.01
1121,250mm Railgun I Blueprint,0.01
1122,Electron Blaster Cannon I Blueprint,0.01
1123,Dual 250mm Railgun I Blueprint,0.01
1124,Neutron Blaster Cannon I Blueprint,0.01
1125,425mm Railgun I Blueprint,0.01
1126,Ion Blaster Cannon I Blueprint,0.01
1128,Medium Capacitor Booster I Blueprint,0.01
1129,Adaptive Invulnerability Field I Blueprint,0.01
1130,Iron Charge S Blueprint,0.01
1131,Tungsten Charge S Blueprint,0.01
1132,Iridium Charge S Blueprint,0.01
1133,Lead Charge S Blueprint,0.01
1134,Thorium Charge S Blueprint,0.01
1135,Uranium Charge S Blueprint,0.01
1136,Plutonium Charge S Blueprint,0.01
1137,Antimatter Charge S Blueprint,0.01
1138,Iron Charge M Blueprint,0.01
1139,Tungsten Charge M Blueprint,0.01
1140,Iridium Charge M Blueprint,0.01
1141,Lead Charge M Blueprint,0.01
1142,Thorium Charge M Blueprint,0.01
1143,Uranium Charge M Blueprint,0.01
1144,Plutonium Charge M Blueprint,0.01
1145,Antimatter Charge M Blueprint,0.01
1146,Iron Charge L Blueprint,0.01
1147,Tungsten Charge L Blueprint,0.01
1148,Iridium Charge L Blueprint,0.01
1149,Lead Charge L Blueprint,0.01
1150,Thorium Charge L Blueprint,0.01
1151,Uranium Charge L Blueprint,0.01
1152,Plutonium Charge L Blueprint,0.01
1153,Antimatter Charge L Blueprint,0.01
1154,Radio S Blueprint,0.01
1155,Microwave S Blueprint,0.01
1156,Infrared S Blueprint,0.01
1157,Standard S Blueprint,0.01
1158,Ultraviolet S Blueprint,0.01
1159,Xray S Blueprint,0.01
1160,Gamma S Blueprint,0.01
1161,Multifrequency S Blueprint,0.01
1162,Radio M Blueprint,0.01
1163,Microwave M Blueprint,0.01
1164,Infrared M Blueprint,0.01
1165,Standard M Blueprint,0.01
1166,Ultraviolet M Blueprint,0.01
1167,Xray M Blueprint,0.01
1168,Gamma M Blueprint,0.01
1169,Multifrequency M Blueprint,0.01
1170,Radio L Blueprint,0.01
1171,Microwave L Blueprint,0.01
1172,Infrared L Blueprint,0.01
1173,Standard L Blueprint,0.01
1174,Ultraviolet L Blueprint,0.01
1175,Xray L Blueprint,0.01
1176,Gamma L Blueprint,0.01
1177,Multifrequency L Blueprint,0.01
1178,Cap Booster 25 Blueprint,0.01
1179,Cap Booster 50 Blueprint,0.01
1182,Auto Targeting System I,5
1183,Small Armor Repairer II,5
1185,Small Cap Battery I,5
1186,Small Cap Battery I Blueprint,0.01
1190,Small Remote Capacitor Transmitter II,5
1192,'Basic' Overdrive Injector System,5
1193,Basic EM Plating,5
1195,Cap Recharger I,5
1196,Cap Recharger I Blueprint,0.01
1197,EM Plating I,5
1198,EM Plating II,5
1201,Wasp I,25
1202,Civilian Mining Drone,5
1204,EM Plating I Blueprint,0.01
1208,Auto Targeting System I Blueprint,0.01
1210,Burst Jammer I Blueprint,0.01
1212,Passive Targeter I Blueprint,0.01
1214,Wasp I Blueprint,0.01
1216,Mjolnir Auto-Targeting Light Missile I Blueprint,0.01
1218,Civilian Mining Drone Blueprint,0.01
1220,Scourge Rocket Blueprint,0.01
1221,Scourge Torpedo Blueprint,0.01
1223,Bistot,16
1224,Pyroxeres,0.3
1225,Crokite,16
1226,Jaspet,2
1227,Omber,0.6
1228,Scordite,0.15
1229,Gneiss,5
1230,Veldspar,0.1
1231,Hemorphite,3
1232,Dark Ochre,8
1236,Overdrive Injector System II,5
1240,'Basic' Reinforced Bulkheads,5
1242,'Basic' Nanofiber Internal Structure,5
1244,Overdrive Injector System I,5
1245,Overdrive Injector System I Blueprint,0.01
1246,Capacitor Flux Coil I,5
1247,Capacitor Flux Coil I Blueprint,0.01
1248,Capacitor Flux Coil II,5
1254,Shield Flux Coil I,5
1255,Shield Flux Coil I Blueprint,0.01
1256,Shield Flux Coil II,5
1262,Basic Explosive Plating,5
1264,Explosive Plating I,5
1265,Explosive Plating I Blueprint,0.01
1266,Explosive Plating II,5
1272,Basic Layered Plating,5
1274,Layered Plating I,5
1275,Layered Plating I Blueprint,0.01
1276,Layered Plating II,5
1282,Basic Kinetic Plating,5
1284,Kinetic Plating I,5
1285,Kinetic Plating I Blueprint,0.01
1286,Kinetic Plating II,5
1292,Basic Thermal Plating,5
1294,Thermal Plating I,5
1295,Thermal Plating I Blueprint,0.01
1296,Thermal Plating II,5
1302,Basic Adaptive Nano Plating,5
1304,Adaptive Nano Plating I,5
1305,Adaptive Nano Plating I Blueprint,0.01
1306,Adaptive Nano Plating II,5
1315,'Basic' Expanded Cargohold,5
1317,Expanded Cargohold I,5
1318,Expanded Cargohold I Blueprint,0.01
1319,Expanded Cargohold II,5
1333,Reinforced Bulkheads I,25
1334,Reinforced Bulkheads I Blueprint,0.01
1335,Reinforced Bulkheads II,5
1351,Basic Reactor Control Unit,5
1353,Reactor Control Unit I,5
1354,Reactor Control Unit I Blueprint,0.01
1355,Reactor Control Unit II,5
1401,'Basic' Inertial Stabilizers,5
1403,Inertial Stabilizers I,5
1404,Inertial Stabilizers I Blueprint,0.01
1405,Inertial Stabilizers II,5
1419,'Basic' Shield Power Relay,5
1422,Shield Power Relay II,5
1436,Auto Targeting System II,5
1445,Capacitor Power Relay I,5
1446,Capacitor Power Relay I Blueprint,0.01
1447,Capacitor Power Relay II,5
1537,'Basic' Power Diagnostic System,5
1539,Power Diagnostic System I,5
1540,Power Diagnostic System I Blueprint,0.01
1541,Power Diagnostic System II,5
1547,Small Proton Smartbomb I,12.5
1548,Small Proton Smartbomb I Blueprint,0.01
1549,Small Proton Smartbomb II,5
1551,Small Graviton Smartbomb I,12.5
1552,Small Graviton Smartbomb I Blueprint,0.01
1553,Small Graviton Smartbomb II,5
1557,Small Plasma Smartbomb I,12.5
1558,Small Plasma Smartbomb I Blueprint,0.01
1559,Small Plasma Smartbomb II,5
1563,Small EMP Smartbomb I,12.5
1564,Small EMP Smartbomb I Blueprint,0.01
1565,Small EMP Smartbomb II,5
1798,Basic EM Ward Amplifier,5
1800,Basic Thermal Dissipation Amplifier,5
1802,Basic Kinetic Deflection Amplifier,5
1804,Basic Explosive Deflection Amplifier,5
1808,EM Ward Amplifier I,5
1809,EM Ward Amplifier I Blueprint,0.01
1810,Scourge Auto-Targeting Light Missile I,0.015
1811,Scourge Auto-Targeting Light Missile I Blueprint,0.01
1814,Nova Auto-Targeting Light Missile I,0.015
1815,Nova Auto-Targeting Light Missile I Blueprint,0.01
1816,Inferno Auto-Targeting Light Missile I,0.015
1817,Inferno Auto-Targeting Light Missile I Blueprint,0.01
1818,Scourge Auto-Targeting Heavy Missile I,0.03
1819,Scourge Auto-Targeting Heavy Missile I Blueprint,0.01
1820,Mjolnir Auto-Targeting Heavy Missile I,0.03
1821,Mjolnir Auto-Targeting Heavy Missile I Blueprint,0.01
1822,Nova Auto-Targeting Heavy Missile I,0.03
1823,Nova Auto-Targeting Heavy Missile I Blueprint,0.01
1824,Inferno Auto-Targeting Heavy Missile I,0.03
1825,Inferno Auto-Targeting Heavy Missile I Blueprint,0.01
1826,Scourge Auto-Targeting Cruise Missile I,0.05
1827,Scourge Auto-Targeting Cruise Missile I Blueprint,0.01
1828,Mjolnir Auto-Targeting Cruise Missile I,0.05
1829,Mjolnir Auto-Targeting Cruise Missile I Blueprint,0.01
1830,Nova Auto-Targeting Cruise Missile I,0.05
1831,Nova Auto-Targeting Cruise Missile I Blueprint,0.01
1832,Inferno Auto-Targeting Cruise Missile I,0.05
1833,Inferno Auto-Targeting Cruise Missile I Blueprint,0.01
1855,Ship Scanner II,5
1875,Rapid Light Missile Launcher I,10
1876,Rapid Light Missile Launcher I Blueprint,0.01
1877,Rapid Light Missile Launcher II,10
1893,'Basic' Heat Sink,5
1944,Bestower,260000
1945,Bestower Blueprint,0.01
1948,Magnetometric ECM I,5
1949,'Basic' Signal Amplifier,5
1951,'Basic' Tracking Enhancer,5
1952,Sensor Booster II,5
1955,Gravimetric ECM I,5
1956,Radar ECM I,5
1957,Multispectral ECM I,5
1958,Ladar ECM I,5
1963,Remote Sensor Booster I,25
1964,Remote Sensor Booster II,5
1968,Remote Sensor Dampener I,5
1969,Remote Sensor Dampener II,5
1973,Sensor Booster I,5
1977,Tracking Computer I,5
1978,Tracking Computer II,5
1986,Signal Amplifier I,5
1987,Signal Amplifier II,5
1998,Tracking Enhancer I,5
1999,Tracking Enhancer II,5
2001,Cynosural Suppression,200000
2006,Omen,118000
2007,Omen Blueprint,0.01
2008,Cynosural Navigation,200000
2009,Supercapital Construction Facilities,200000
2018,Medium Cap Battery I,10
2019,Medium Cap Battery I Blueprint,0.01
2020,Large Cap Battery I,15
2021,Large Cap Battery I Blueprint,0.01
2024,Medium Capacitor Booster II,10
2026,Pirate Detection Array 1,5000
2027,Pirate Detection Array 2,10000
2028,Pirate Detection Array 3,20000
2029,Pirate Detection Array 4,40000
2030,Pirate Detection Array 5,60000
2031,Entrapment Array 1,5000
2032,Cap Recharger II,5
2034,Entrapment Array 2,10000
2035,Entrapment Array 3,20000
2036,Entrapment Array 4,40000
2037,Entrapment Array 5,60000
2038,Cargo Scanner II,5
2040,Ore Prospecting Array 1,5000
2041,Ore Prospecting Array 2,10000
2042,Ore Prospecting Array 3,20000
2043,Ore Prospecting Array 4,40000
2044,Ore Prospecting Array 5,60000
2046,Damage Control I,5
2047,Damage Control I Blueprint,0.01
2048,Damage Control II,5
2050,Gistum C-Type Adaptive Invulnerability Field,5
2053,Survey Networks 1,5000
2054,Survey Networks 2,10000
2055,Survey Networks 3,20000
2056,Survey Networks 4,40000
2057,Survey Networks 5,60000
2058,Quantum Flux Generator 1,5000
2059,Quantum Flux Generator 2,10000
2060,Quantum Flux Generator 3,20000
2061,Quantum Flux Generator 4,40000
2062,Quantum Flux Generator 5,60000
2073,Microorganisms,0.01
2078,Zephyr,5000
2082,Genolution Core Augmentation CA-1,1
2103,Remote Tracking Computer I,25
2104,Remote Tracking Computer II,5
2108,Tracking Disruptor I,5
2109,Tracking Disruptor II,5
2117,Burst Jammer II,5
2161,Crucifier,28100
2162,Crucifier Blueprint,0.01
2173,Infiltrator I,10
2174,Infiltrator I Blueprint,0.01
2175,Infiltrator II,10
2178,Guristas Nova XL Cruise Missile,0.3
2180,Guristas Scourge XL Cruise Missile,0.3
2182,Guristas Inferno XL Cruise Missile,0.3
2183,Hammerhead I,10
2184,Hammerhead I Blueprint,0.01
2185,Hammerhead II,10
2188,Guristas Mjolnir XL Cruise Missile,0.3
2193,Praetor I,25
2194,Praetor I Blueprint,0.01
2195,Praetor II,25
2203,Acolyte I,5
2204,Acolyte I Blueprint,0.01
2205,Acolyte II,5
2254,Temperate Command Center,1000
2267,Base Metals,0.01
2268,Aqueous Liquids,0.01
2270,Noble Metals,0.01
2272,Heavy Metals,0.01
2281,Adaptive Invulnerability Field II,5
2286,Planktic Colonies,0.01
2287,Complex Organisms,0.01
2288,Carbon Compounds,0.01
2289,Explosive Deflection Field I,20
2290,Explosive Deflection Field I Blueprint,0.01
2291,Kinetic Deflection Field I,20
2292,Kinetic Deflection Field I Blueprint,0.01
2293,EM Ward Field I,20
2294,EM Ward Field I Blueprint,0.01
2295,Thermal Dissipation Field I,20
2296,Thermal Dissipation Field I Blueprint,0.01
2297,Explosive Deflection Field II,5
2299,Kinetic Deflection Field II,5
2301,EM Ward Field II,5
2303,Thermal Dissipation Field II,5
2305,Autotrophs,0.01
2306,Non-CS Crystals,0.01
2307,Felsic Magma,0.01
2308,Suspended Plasma,0.01
2309,Ionic Solutions,0.01
2310,Noble Gas,0.01
2311,Reactive Gas,0.01
2312,Supertensile Plastics,1.5
2317,Oxides,1.5
2319,Test Cultures,1.5
2321,Polyaramids,1.5
2327,Microfiber Shielding,1.5
2328,Water-Cooled CPU,1.5
2329,Biocells,1.5
2331,Shield Power Relay I,5
2332,Shield Power Relay I Blueprint,0.01
2333,Survey Scanner II,5
2341,Passive Targeter II,5
2344,Condensates,6
2345,Camera Drones,6
2346,Synthetic Synapses,6
2348,Gel-Matrix Biopaste,6
2349,Supercomputers,6
2351,Smartfab Units,6
2352,Nuclear Reactors,6
2354,Neocoms,6
2355,Small Hull Repairer II,5
2358,Biotech Research Reports,6
2360,Industrial Explosives,6
2361,Hermetic Membranes,6
2363,Heat Sink I,5
2364,Heat Sink II,5
2366,Hazmat Detection Systems,6
2367,Cryoprotectant Solution,6
2368,Broken Organic Mortar Applicators,100
2369,Broken Sterile Conduits,100
2371,Broken Nano-Factory,100
2373,Broken Self-Harmonizing Power Core,100
2374,Broken Recursive Computing Module,100
2375,Broken Broadcast Node,100
2376,Broken Integrity Response Drones,100
2377,Broken Wetware Mainframe,100
2389,Plasmoids,0.38
2390,Electrolytes,0.38
2392,Oxidizing Compound,0.38
2393,Bacteria,0.38
2395,Proteins,0.38
2396,Biofuels,0.38
2397,Industrial Fibers,0.38
2398,Reactive Metals,0.38
2399,Precious Metals,0.38
2400,Toxic Metals,0.38
2401,Chiral Structures,0.38
2403,Advanced Planetology,0.01
2404,Light Missile Launcher II,5
2406,Planetology,0.01
2410,Heavy Missile Launcher II,10
2420,Torpedo Launcher II,20
2436,Wasp II,25
2444,Ogre I,25
2445,Ogre I Blueprint,0.01
2446,Ogre II,25
2454,Hobgoblin I,5
2455,Hobgoblin I Blueprint,0.01
2456,Hobgoblin II,5
2463,Nanites,1.5
2464,Hornet I,5
2465,Hornet I Blueprint,0.01
2466,Hornet II,5
2476,Berserker I,25
2477,Berserker I Blueprint,0.01
2478,Berserker II,25
2486,Warrior I,5
2487,Warrior I Blueprint,0.01
2488,Warrior II,5
2495,Interplanetary Consolidation,0.01
2505,Command Center Upgrades,0.01
2506,Mjolnir Torpedo,0.05
2507,Mjolnir Torpedo Blueprint,0.01
2508,Nova Torpedo,0.05
2509,Nova Torpedo Blueprint,0.01
2510,Inferno Torpedo,0.05
2511,Inferno Torpedo Blueprint,0.01
2512,Mjolnir Rocket,0.005
2513,Mjolnir Rocket Blueprint,0.01
2514,Inferno Rocket,0.005
2515,Inferno Rocket Blueprint,0.01
2516,Nova Rocket,0.005
2517,Nova Rocket Blueprint,0.01
2524,Barren Command Center,1000
2525,Oceanic Command Center,1000
2529,Explosive Deflection Amplifier I,5
2530,Explosive Deflection Amplifier I Blueprint,0.01
2531,Explosive Deflection Amplifier II,5
2533,Ice Command Center,1000
2534,Gas Command Center,1000
2537,Thermal Dissipation Amplifier I,5
2538,Thermal Dissipation Amplifier I Blueprint,0.01
2539,Thermal Dissipation Amplifier II,5
2545,Kinetic Deflection Amplifier I,5
2546,Kinetic Deflection Amplifier I Blueprint,0.01
2547,Kinetic Deflection Amplifier II,5
2549,Lava Command Center,1000
2550,Storm Command Center,1000
